ID,Type,Org ID,Email,Password,Date Created
ad8c9c08-5cec-4996-a90c-e2294b9891f1,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
0758b8ee-f915-45cc-9d94-934775216399,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9be367e8-a1bd-46d9-a6d8-8ae3187dbd1b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
f6a83774-5c85-4890-bbfc-07c29e3eb2e7,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
b120fd60-2ad7-40ac-b354-0bb509b91f6c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c4e3fbf5-3e1b-46c9-a16f-874859d5e33b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
7645ed84-b017-47d1-a8b9-e71353a8fa89,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
202f0cae-336a-4645-b8b2-a49f65f344ca,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
45916c8b-4823-4ea5-b792-ee4fb2fa331b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
058879f4-6568-49c5-88b4-501372b2a641,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
692f7441-afe3-486a-979e-b70a4cfe0989,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
490adee9-ed8b-4cd7-b16f-cfef0aafa9c4,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
013008dc-56d9-4fd8-ad39-629dd3a05b28,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
897187f5-d316-4ec5-a336-421a862d19c7,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
245b0762-218a-4656-bff9-342126f02af5,Student,11111111,findbystudent@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
adeedd73-6046-4cf5-9170-98072e314c19,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
d554194b-559d-48d8-8525-0f529e1045a1,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
644735c0-0089-41ec-bbed-6433d8d7cd46,Faculty,FAC001,findfaculty@yorku.ca,facultypass,Mon Dec 01 18:08:41 EST 2025
3f7b2f2e-5fec-438e-8a17-792ddbbb63b1,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
af650322-dd81-48b1-8c60-8effd541642a,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
48a1025e-15c3-4e54-bb6b-0323f3fb6514,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
ac3fb406-3fec-48c3-8abf-ed9280ceafad,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
180b034a-2533-48b3-a7fb-e7ac5468590b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
1475a825-a353-4e1b-8806-35da2d1f61c2,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
94e84e0f-3496-4401-85d4-7722f7cae1de,Staff,STAFF001,ratestaff@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
f52a5122-e3a4-400e-b323-85eadd2f53d5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
fd8d7a4b-354a-418e-bc93-27c51be03e1b,Admin,-,admin@yorku.ca,adminpass,Mon Dec 01 18:08:41 EST 2025
536d0593-52c4-41dc-a9c1-c5338bdca733,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c18c1518-a3b0-493a-abc1-5f48df6f2801,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
220bdd05-0be9-4bef-a729-1894a9f26215,Staff,STAFF001,staff@yorku.ca,staffpass,Mon Dec 01 18:08:41 EST 2025
19364ea1-1e30-4e7f-bbf3-dcb1f9a960c8,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
2414374d-4038-4aee-989b-404998c09d5a,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
981004c9-50ac-4e8f-bfb3-df15ac51d68a,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
8c18d644-b172-4990-91d5-6d2d21c31009,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
f82215ab-458e-4082-92a5-4db41bf6856d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c2e6b2d0-846f-492b-95dd-8ea38ffe3bec,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
a7eb4268-c97c-48d2-a069-882af4884b9c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
30f966fa-203b-420b-8195-425531e6b737,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
166f6671-ae10-4c9a-96d4-0cdae5950f06,Student,12345678,nullroom@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
d5bbc073-7c4a-4dcd-aa45-128a0c698b99,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
235037fc-a6e0-4aac-ab22-d06ca13e257d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
d5557791-983b-44f2-905f-40a6ff2d5991,Student,12345678,finduser@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
a9940c39-6a11-4089-b532-64ff9371643e,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
00cb9e00-256d-4001-b108-4bfacd12bef6,Student,55555555,all1@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
58a9747c-dbe7-4bca-8f69-50b9c1f471bc,Student,66666666,all2@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
eaf66886-b343-4d22-8980-13b3f225f125,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
058cc2f5-790d-4ba6-8bf1-cf5342b20df3,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
426656f9-5bd7-44ea-8c2f-8d4e7b2691be,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
0f689a8c-ff49-4f6e-88d9-0b7ecaac53a7,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
0e4e0924-dffe-4a52-a281-459515b0683c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
6b24c063-72e8-4ded-81e3-241239db29c5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
67c0b1a4-07a1-4ca7-92f6-2c271cf696e7,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
20b80de3-7110-48c5-a8e9-b2c549b7e724,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
b6a91de5-41ba-45f3-904d-908d3c764751,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
b3949a61-474b-47e2-80f0-117595538840,Student,77777777,allstudent@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
267a18eb-aca0-4008-ab6e-d76c2cb32c79,Admin,-,alladmin@yorku.ca,adminpass,Mon Dec 01 18:08:41 EST 2025
3e30d21b-eb10-47fd-874f-845710a7fa4a,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bdc3f6bd-ba1e-4804-8856-86c78413744b,Student,12345678,bookinguser@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
907ee610-47ab-46d9-aed8-5b36fce40f00,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
73e51093-2e8b-4d22-8ca6-705f50234539,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
937e7ee8-2d20-4c50-9f50-60d093bfed67,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
006116d5-6687-4530-9e96-aaa43de8edfc,Student,99999999,updateemail@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
03553a54-6edf-4571-b00f-2f51728c3790,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
3f7896df-fb74-43b3-b8a0-d60507095289,Admin,-,adminlogin@yorku.ca,adminpass,Mon Dec 01 18:08:41 EST 2025
f09b28ec-efb5-409f-b618-dc3927bd7eaa,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
0b2b7c94-79bb-4b5d-912a-3cd4a79c5646,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
326d938f-5929-40f6-a385-e4e0f707b7da,Faculty,FAC002,findbyfaculty@yorku.ca,facultypass,Mon Dec 01 18:08:41 EST 2025
5a1d087e-3842-42a9-8bc9-67a42d6b276b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
ae830426-7964-426d-9697-d51fcd3904fb,Staff,STAFF001,writeaccount@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
aae3c09a-0caa-4123-a1b3-1fe0adf1aa3d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
4a808a94-400c-4927-8b90-1141ba1f50e5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
af1a9026-4308-443f-bac2-722c6b6f9040,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
fb677c08-3482-47d9-abcb-035e46c04ca6,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c19d4b83-00fa-4e3a-be6b-58ab5288e789,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
07ea467c-7f84-4beb-9bfc-25b1c7b6fde4,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
8ed477e1-989e-43a0-94f7-5668b947726e,External Partner,50505050,updatetype1@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
1c311532-4c16-49a7-9c2b-32dab4966ec3,Student,60606060,updatetype2@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9cadd05c-a408-4cf9-bea6-dcfe9724eb41,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
8005cb3d-8bc1-4438-9c03-d3796e1a0b54,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
b4154310-84e5-41b1-a144-f917f518a04d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
8d465574-4c0c-4ce2-a0ae-5da7b21d8cba,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
af4f16e5-18da-4bfb-b3f9-58d54c0e7855,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9a28a133-d9e7-416a-9d48-18fcd2f276dd,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
5762f051-bb03-42fe-a44f-b3dd1b072160,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
91284be9-b0f6-4d72-9fed-a7219a2e2d5d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
08f57b84-2545-41b3-a97b-6b55980e3987,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
56544c96-0a96-498b-adb7-27db240e0bca,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
e7fabfd6-2dca-421d-bbaa-ac4f99c99980,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
7d20c9cc-ffd2-40a1-9353-3f5385cbe00c,Student,12345678,noroom@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
79430f65-89f1-44b1-b761-1e8d030dc979,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
9f31f385-d28c-4060-b996-7d8f06a08e83,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
d6317ce2-ceba-4d63-a360-9169e9613929,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
65c37a33-ebed-44ab-81d2-3ea9438ae4b5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
1c544747-ef61-4dc6-851e-869d82d64a7a,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c7740147-a344-4dbd-be95-79c8ce3cfba4,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
3fa9e89f-9fca-489f-bf32-7bbe1996ce74,Staff,30303030,updatetype@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
aa3ea438-aea3-4da7-bbef-cd1fa119d8e9,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
f3a4465c-88af-4eb3-ab43-11e55c7d5f60,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
e819e7d5-ac70-4752-83f3-b721df0c1bc2,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
4df0064d-0987-4ae1-8dbc-c10ddc04a2f5,Admin,-,writeadmin@yorku.ca,adminpass,Mon Dec 01 18:08:41 EST 2025
94427d48-a23a-48bd-8061-be9f2ca66cc0,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
ea5000d1-3ff6-418b-be5f-b58d74a8e2d6,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
17cf805c-fe3a-464b-b58a-02d7068b5d77,External Partner,ORG001,partner@external.com,partnerpass,Mon Dec 01 18:08:41 EST 2025
8432df2b-0714-4d78-85c3-c5096f4bb82d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
aad04fe6-c7ae-43da-ad62-0517484c7ecc,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
eace41a9-4d57-4e89-8cb9-d70ea6f9690d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
0846ad40-8e65-4f6b-9e18-d8186f6690e6,Student,33333333,exists@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
e723f90c-101d-400b-b77e-19da39cd9460,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
25434296-6f05-4804-b033-4b073fd8793d,Student,12345678,student@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
6b9a2eda-06b0-400c-b2ba-149b706a4db5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
36da3277-48e1-4616-9aaa-5fbb0ffb69ab,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
3df070c8-0611-46bb-a0e5-1fd98b8cdbda,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
42ec239b-238b-484c-95e0-40b79b572d7f,Student,12345678,roombooking@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9026bd6e-7d2b-4be8-ace0-12e9eeb0d93c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
97934ea7-fe7c-46d6-82b9-60d86799457b,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
dbd434e3-8e4c-4bec-8074-f0516cb0df96,Student,12345678,rateuser@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
a83131ca-734f-4b90-8e49-0e8c1e8e73d6,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9b5e3fb0-cd68-4888-959a-10110854553b,Student,12345678,conflictuser@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
cdc94da5-f65c-4373-92c0-f3e1e161db21,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
eb300bf8-9ed2-4c7b-8652-d5aa3016a062,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
885ccab9-3860-4290-b985-94a7c2615a5f,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
20026ede-a95f-41a3-8c5f-eefe20de708d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
0b814c31-fce8-4f6b-92e0-6bf6e824e0e9,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
1d9bd5de-1c2c-4ef8-9a22-66a6fb11fe4c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
b7a7c6e3-4400-41cf-91e4-e87f5883c3e2,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
dfe05fca-e66a-48c6-8efc-11e0ebb91daa,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
32c4d2e3-caa5-459d-9683-491091f8303f,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
fb24d783-6e9b-4b60-b2c0-961ebfd1bd55,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
2a236ec1-5b18-4012-9e61-aca7bb6a3187,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
19db4eee-aef2-430a-a85c-2e000dcf2c4e,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
578b25a4-a2da-48fb-840a-d50c7b608c8c,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bc675e76-21f7-48ee-b382-3e6ca13ec544,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
dec8f116-68c0-497b-82ea-3ef2ac8a02c0,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
063e9f42-48fa-4946-b0bd-45b2f24baad8,Student,12345678,roomstate@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
66f457f6-f18b-48c3-a212-24c8517c7e05,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
fadeaa39-1ca6-45c2-b0e9-c62199ba2a8d,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
341e00ef-b7a2-4196-b745-bf3426262900,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
921309b0-f8c3-49c2-ab92-282c5f8891b8,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
e6d47cbb-f88f-488a-9da0-eb0a1a444bec,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
21ae7012-1801-4da3-b73f-00a8fd2bbaa1,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
13a1668e-1926-47ca-afc5-fc295f9f2259,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
6402c684-49ca-486a-94a3-5b48d3226bd7,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
691929ae-9b5a-47c9-8f2e-3f778212914f,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
075f784e-f295-483a-b01c-23a651f00465,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
46ca3c8b-f050-486d-9ccc-0d7820a80727,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
42825fe2-10df-4fac-b718-319ed10ba0b5,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
687691d7-4a3c-4626-9688-ba6fa7cc9e41,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c029f87b-a83a-4bd8-9239-7e16cddeb458,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
1c9f89c3-e03b-4cfc-b19e-833eb248a410,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
9db2f4b7-798d-4da3-ac22-3dc601484134,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
e17607d4-1cec-4e96-97aa-0aa16da51939,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
91ebc46c-a10b-426d-b2ab-dc79368952ad,Student,44444444,caseexists@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
8c629394-9421-494f-8deb-a775295f4e24,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
614e3534-382c-4f43-8f81-7f2b7b4cefc4,Student,12345678,emptyroom@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
c2d38042-6ec4-4363-8e62-ea7a1e11fb66,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
950fea1e-d30a-427b-889a-2546b0d4fe2d,External Partner,ORG003,findbypartner@external.com,partnerpass,Mon Dec 01 18:08:41 EST 2025
9819a2bf-4363-42ae-be24-87dddbb911cc,Student,12345678,test@yorku.ca,password123,Mon Dec 01 18:08:41 EST 2025
bfcb6d44-8652-4867-a485-41ff9c708c72,Chief Event Coordinator,-,chief@gmail.com,Chief1234$,Mon Dec 01 18:08:41 EST 2025
